region_i,region_j,deltaE00,deltaE76
gamut_017_ccmcc,gamut_020_ccmcm,7.17853061603365,8.976089215960421
gamut_017_ccmcc,gamut_021_cm,9.749311775650947,12.277691139258604
gamut_017_ccmcc,gamut_022_cmcmm,11.80049256758934,14.984674130144022
gamut_017_ccmcc,gamut_023_cmm,13.405167472577654,17.313809101837588
gamut_017_ccmcc,gamut_024_mcmm,15.893821591862407,21.225406176135518
gamut_017_ccmcc,gamut_025_mmcmm,17.694722374608464,24.547299761635692
gamut_017_ccmcc,gamut_026_m,25.304015544442674,43.12823590861479
gamut_017_ccmcc,gamut_027_mmymm,28.996466609696906,52.49877770377944
gamut_017_ccmcc,gamut_028_mmym,30.544486453842605,56.42952433177862
gamut_017_ccmcc,gamut_029_mmy,32.918312717777724,61.73839447437256
gamut_017_ccmcc,gamut_030_mmymy,34.71894539790933,65.28980674641639
gamut_018_ccmc,gamut_019_ccm,2.955470779413328,4.131974827807667
gamut_018_ccmc,gamut_020_ccmcm,4.316617917582811,5.643323517819324
gamut_018_ccmc,gamut_021_cm,6.994305224380101,9.039431446692848
gamut_018_ccmc,gamut_022_cmcmm,9.216350545306193,11.923909547942044
gamut_018_ccmc,gamut_023_cmm,10.886218324756817,14.338342081426699
gamut_018_ccmc,gamut_024_mcmm,13.477503093193738,18.38011044993041
gamut_018_ccmc,gamut_025_mmcmm,15.411214444739796,21.867205061194632
gamut_018_ccmc,gamut_026_m,23.775498355774932,41.112552249051724
gamut_018_ccmc,gamut_027_mmymm,28.081487945812007,50.78428635427952
gamut_018_ccmc,gamut_028_mmym,29.846869272700854,54.839223019810234
gamut_018_ccmc,gamut_029_mmy,32.49627347619581,60.30786721157128
gamut_018_ccmc,gamut_030_mmymy,34.501613148489724,63.97925264190029
gamut_019_ccm,gamut_020_ccmcm,1.3901769939671735,1.7309634635395028
gamut_019_ccm,gamut_021_cm,4.106914899900896,5.205778082525698
gamut_019_ccm,gamut_022_cmcmm,6.469108703616481,8.498011231308793
gamut_019_ccm,gamut_023_cmm,8.175183104213723,10.957805310014116
gamut_019_ccm,gamut_024_mcmm,10.81865033723733,14.961156168915249
gamut_019_ccm,gamut_025_mmcmm,12.87637150102867,18.738184861548916
gamut_019_ccm,gamut_026_m,21.85256791669438,38.39823645866787
gamut_019_ccm,gamut_027_mmymm,26.64158759550363,47.48100435506184
gamut_019_ccm,gamut_028_mmym,28.597993627321507,51.5364027802959
